,대표코드,품명,품번,경면(전면),임가공처
1315,A11-210,Blackboard,14-56065-003,PM,"목림, 건창기업"
1316,A1-83,Blackboard,14-56065-003,CT,목림
1317,A37-415,Maui,14-56075-002,VS,청림보드(인터플러스 경면)
1318,A1-63,Maui,14-56075-002,CT,목림
1319,A35-277,Maui,14-56075-002,SJ1,청림보드 (성지라미텍 경면)
1320,A32-211,Maui,14-56075-002,S,건창기업
1321,B46-47,Maui,14-56075-002,NS,건창기업
1322,A40-792,Maui,14-56075-002,HM,목림(유사 SM)
1323,B50-273,Maui,14-56075-002,CS,건창기업
1324,B42-486,Maui,14-56075-002,LE1,
1325,B44-31,Maui,14-56075-002,목림273,목림
1326,B47-144,Maui,14-56075-002,JH,제이제이데코
1327,B47-145,Maui,14-56075-004,JH,제이제이데코
1328,A35-259,Maui,14-56075-004,SJ1,청림보드 (성지라미텍 경면)
1329,B60-565,Maui,14-56075-004,MT,건창기업
1330,AT-781,Maui,14-56075-004,G+ 도장 (soft touch),크라텍
1331,AC-776,Maui,14-56075-004,M2 도장 (easy coating),크라텍
1332,A4-690,Maui,14-56075-004,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1333,A32-212,Maui,14-56075-004,S,건창기업
1334,B46-48,Maui,14-56075-004,NS,건창기업
1335,A7-260,Maui,14-56075-004,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1336,A1-1,Maui,14-56075-004,CT,목림
1337,A40-793,Maui,14-56075-004,HM,목림(유사 SM)
1338,A37-611,Maui,14-56075-004,VS,청림보드(인터플러스 경면)
1339,B42-485,Maui,14-56075-004,LE1,
1340,B46-49,Maui,14-56075-101,NS,건창기업
1341,A35-849,Maui,14-56075-101,SJ1,청림보드 (성지라미텍 경면)
1342,B60-564,Maui,14-56075-101,MT,건창기업
1343,A1-753,Maui,14-56075-101,CT,목림
1344,B50-389,Maui,14-56075-101,CS,건창기업
1345,B10-592,Maui,14-56075-101,DS,목림
1346,A40-794,Maui,14-56075-101,HM,목림(유사 SM)
1347,B8-863,TICINO,14-57018-001,FB,
1348,C40-46,Ticino,14-57018-001,HM,
1349,C40-47,Ticino,14-57018-002,HM,
1350,C8-7,Ticino,14-57018-103,FB,
1351,A11-131,Letra,14-57063-003,PM,"목림, 건창기업"
1352,C16-13,Tweed,14-57080-104,SM,
1353,A6-56,Tweed,14-57080-105,무광,"목림,승은산업,건창기업,제이제이 데코 등"
1354,C16-14,Tweed,14-57080-105,SM,
1355,A15-133,Tweed,14-57080-106,FT,목림
1356,C40-12,Tweed,14-57080-106,HM,
1357,A9-310,Serengeti,14-57087-001,CL,목림
1358,A31-207,Cuscino,14-57105-001,F,건창기업
1359,A8-590,Cuscino,14-57105-001,FB,목림
1360,B40-136,Cuscino,14-57105-001,HM,목림(유사 SM)
1361,B7-107,Cuscino,14-57105-001,민자,목림
1362,B8-137,Cuscino,14-57105-002,FB,목림
1363,B8-138,Cuscino,14-57105-003,FB,목림
1364,B8-139,Cuscino,14-57105-004,FB,목림
1365,B16-913,Cuscino,14-57105-112,SM,
1366,B8-333,Cuscino,14-57105-112,FB,목림
1367,C40-9,Cuscino,14-57105-115,HM,
1368,B8-631,Cuscino,14-57105-115,FB,
1369,B16-910,Cuscino,14-57105-116,SM,
1370,A31-208,Portobelo,14-57121-001,F,건창기업
1371,A8-589,Portobelo,14-57121-001,FB,목림
1372,B44-29,Portobelo,14-57121-001,목림273,목림
1373,B16-912,Portobelo,14-57121-001,SM,
1374,B8-633,Portobelo,14-57121-100,FB,
1375,A4-537,Paris,14-57142-001,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1376,A4-538,Paris,14-57142-002,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1377,A4-539,Paris,14-57142-003,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1378,A4-540,Paris,14-57142-004,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1379,A4-541,Paris,14-57142-005,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1380,B16-908,Paris,14-57142-101,SM,
1381,B8-516,Paris,14-57142-101,FB,
1382,C40-10,Paris,14-57142-105,HM,
1383,Z4-002,Paris ,14-57142-105,소프트엠보,건창기업
1384,C40-11,Paris,14-57142-122,HM,
1385,B8-632,Paris,14-57142-122,FB,
1386,B31-396,Paris,14-57142-123,F,건창기업
1387,B16-911,Paris,14-57142-123,SM,
1388,B8-363,Paris,14-57142-123,FB,목림
1389,Z4-001,Paris,14-57142-123,소프트엠보,건창기업
1390,B31-131,Cascade,14-57161-001,F,건창기업
1391,B8-130,Cascade,14-57161-001,FB,목림
1392,B62-610,Cascade,14-57161-005,AK,목림
1393,B57-413,Casablanca,14-57170-100,AF,승은산업
1394,B8-805,Casablanca,14-57170-105,FB,
1395,B4-861,Casablanca,14-57170-105,소프트엠보,
1396,B31-397,Casablanca,14-57170-106,F,건창기업
1397,B8-364,Casablanca,14-57170-106,FB,목림
1398,B46-636,Casablanca,14-57170-106,NS,
1399,B56-635,Casablanca,14-57170-106,DP,승은산업
1400,B31-398,Aurora,14-57171-101,F,건창기업
1401,B16-909,Aurora,14-57171-101,SM,
1402,B8-334,Aurora,14-57171-101,FB,목림
1403,B8-366,Aurora,14-57171-101 ,FB,목림
1404,B4-862,Aurora,14-57171-102,소프트엠보,
1405,C16-115,Lusaka,14-57198-004,SM,
1406,B8-365,Polo,14-57341-106,FB,목림
1407,B31-395,Polo,14-57341-106,F,건창기업
1408,C59-85,Polo,14-57341-106,LV,
1409,B16-914,Polo,14-57341-106,SM,
1410,B53-401,Polo,14-57341-106,HS-1,승은산업
1411,B4-373,Polo,14-57341-106,소프트엠보,
1412,A8-868,Kalamos,14-57348-002,FB,목림
1413,A40-869,Kalamos,14-57348-002,HM,목림(유사 SM)
1414,A40-871,Kalamos,14-57348-003,HM,목림(유사 SM)
1415,A8-870,Kalamos,14-57348-003,FB,목림
1416,A9-599,Unique Colors,14-60000-000,CL,목림
1417,A35-490,Smoky Grey,14-60000-008,SJ1,청림보드 (성지라미텍 경면)
1418,B50-508,Smoky Grey,14-60000-008,CS,건창기업
1419,A9-551,Smoky Grey,14-60000-008,CL,목림
1420,A40-642,Smoky Grey,14-60000-008,HM,목림(유사 SM)
1421,A42-861,Smoky Grey,14-60000-008,LE1,프린테크
1422,B45-350,Fond,14-60000-008,L,건창기업
1423,U19,Smoky Grey,14-60000-008,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1424,A34-268,Smoky Grey,14-60000-008,TI,건창기업
1425,A11-392,Smoky Grey,14-60000-008,PM,"목림, 건창기업"
1426,A35-491,Dark Cherry,14-60000-009,SJ1,청림보드 (성지라미텍 경면)
1427,A1-924,Dark Cherry ,14-60000-009,CT,목림 
1428,B37-117,Dark Cherry,14-60000-009,VS,청림보드(인터플러스 경면)
1429,AT-881,Dark Cherry,14-60000-009,G+ 도장 (soft touch),크라텍
1430,B60-667,Dark Cherry,14-60000-009,MT,건창기업
1431,A42-848,Dark Cherry,14-60000-009,LE1,프린테크
1432,A9-822,Dark Cherry,14-60000-009,CL,목림
1433,B64-678,Dark Cherry,14-60000-009,SC,
1434,A11-50,Dark Cherry,14-60000-009,PM,"목림, 건창기업"
1435,B45-351,Fond,14-60000-009,L,건창기업
1436,A4-635,Dark Cherry,14-60000-009,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1437,B50-275,Dark Cherry,14-60000-009,CS,건창기업
1438,U20,Dark Cherry,14-60000-009,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1439,B36-274,Dark Cherry,14-60000-009,CH,청림보드(인터플러스 경면)
1440,A16-549,Dark Cherry,14-60000-009,SM,"승은산업,건창기업(유사 HM)"
1441,B1-37,True Blue,14-60000-011,CT,목림
1442,B50-712,True Blue,14-60000-011,CS,건창기업
1443,A11-545,True Blue,14-60000-011,PM,"목림, 건창기업"
1444,A42-808,True Blue,14-60000-011,LE1,프린테크
1445,B46-356,Fond,14-60000-011,NS,건창기업
1446,A9-694,True Blue,14-60000-011,CL,목림
1447,B36-38,True Blue,14-60000-011,CH,청림보드(인터플러스 경면) 
1448,U21,True Blue,14-60000-011,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1449,B37-39,True Blue,14-60000-011,VS,청림보드(인터플러스 경면)
1450,A16-542,True Blue,14-60000-011,SM,"승은산업,건창기업(유사 HM)"
1451,A35-492,True Blue,14-60000-011,SJ1,청림보드 (성지라미텍 경면)
1452,C58-149,Warm Grey,14-60000-013,TS,
1453,A37-757,Warm Grey,14-60000-013,VS,청림보드(인터플러스 경면)
1454,B3-616,Warm Grey,14-60000-013,UK,
1455,B62-603,Warm Grey,14-60000-013,AK,목림
1456,B61-567,Warm Grey,14-60000-013,CM,목림
1457,A16-612,Warm Grey,14-60000-013,SM,"승은산업,건창기업(유사 HM)"
1458,A9-744,Warm Grey,14-60000-013,CL,목림
1459,A42-809,Warm Grey,14-60000-013,LE1,프린테크
1460,B64-690,Warm Grey,14-60000-013,SC,
1461,A8-705,Warm Grey,14-60000-013,FB,목림
1462,B50-393,Warm Grey,14-60000-013,CS,건창기업
1463,A35-677,Warm Grey,14-60000-013,SJ1,청림보드 (성지라미텍 경면)
1464,B7-83,Warm Grey,14-60000-013,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1465,U48,Warm Grey,14-60000-013,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1466,B44-30,Warm Grey,14-60000-013,목림273,목림
1467,AT-887,Warm Grey,14-60000-013,G+ 도장 (soft touch),크라텍
1468,C56-97,Warm Grey(Fond),14-60000-013,DP,
1469,A9-572,Ice,14-60000-020,CL,목림
1470,B42-243,Ice,14-60000-020,LE1,프린테크
1471,U22,Ice,14-60000-020,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1472,B62-596,Ice,14-60000-020,AK,목림
1473,A35-493,Ice,14-60000-020,SJ1,청림보드 (성지라미텍 경면)
1474,B62-604,Tabasco,14-60000-021,AK,목림
1475,AT-875,Tabasco,14-60000-021,G+ 도장 (soft touch),크라텍
1476,B25-352,Tabasco,14-60000-021,J,건창기업(유사 TK)
1477,B64-675,Tabasco,14-60000-021,SC,승은산업
1478,B60-666,Tabasco,14-60000-021,MT,건창기업
1479,A9-813,Tabasco,14-60000-021,CL,목림
1480,B58-732,Tabasco,14-60000-021,TS,
1481,B50-257,Tabasco,14-60000-021,CS,건창기업
1482,A7-789,Fond,14-60000-021,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1483,B44-342,Tabasco,14-60000-021,목림273,목림
1484,A16-912,Tabasco,14-60000-021,SM,"승은산업,건창기업(유사 HM)"
1485,A42-892,Tabasco,14-60000-021,LE1,프린테크
1486,A35-898,Tabasco,14-60000-021,SJ1,청림보드 (성지라미텍 경면)
1487,U49,Tabasco,14-60000-021,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1488,B50-711,Petrol Blue,14-60000-022,CS,건창기업
1489,A11-51,Petrol Blue,14-60000-022,PM,"목림, 건창기업"
1490,AT-782,Petrol Blue,14-60000-022,G+ 도장 (soft touch),크라텍
1491,AC-777,Petrol Blue,14-60000-022,M2 도장 (easy coating),크라텍
1492,A9-573,Petrol Blue,14-60000-022,CL,목림
1493,U23,Petrol Blue,14-60000-022,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1494,B64-734,Petrol Blue,14-60000-022,SC,
1495,A16-548,Petrol Blue,14-60000-022,SM,"승은산업,건창기업(유사 HM)"
1496,B62-597,Petrol Blue,14-60000-022,AK,목림
1497,B58-735,Petrol Blue,14-60000-022,TS,
1498,A35-494,Petrol Blue ,14-60000-022,SJ1,청림보드 (성지라미텍 경면)
1499,B25-353,Fond,14-60000-023,J,건창기업(유사 TK)
1500,A16-544,Lavender,14-60000-023,SM,"승은산업,건창기업(유사 HM)"
1501,A11-547,Lavender,14-60000-023,PM,"목림, 건창기업"
1502,A9-823,Lavender,14-60000-023,CL,목림
1503,U24,Lavender,14-60000-023,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1504,B62-600,Lavender,14-60000-023,AK,목림
1505,A35-495,Lavender,14-60000-023,SJ1,청림보드 (성지라미텍 경면)
1506,B37-84,Dim Light,14-60000-033,VS,청림보드(인터플러스 경면)
1507,A7-480,Dim Light,14-60000-033,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1508,B44-854,Dim Light ,14-60000-033,목림273,
1509,A35-556,Dim Light,14-60000-033,SJ1,청림보드 (성지라미텍 경면)
1510,B56-853,Dim Light ,14-60000-033,DP,승은산업
1511,A16-565,Dim Light,14-60000-033,SM,"승은산업,건창기업(유사 HM)"
1512,B42-703,Dim Light,14-60000-033,LE1,
1513,U25,Dim Light,14-60000-033,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1514,A8-601,Dim Light,14-60000-033,FB,목림
1515,A36-596,Dim Light,14-60000-033,CH,청림보드(인터플러스 경면)
1516,B10-53,Dim Light,14-60000-033,DS,목림
1517,A34-272,Dim Light,14-60000-033,TI,건창기업
1518,A9-615,Dim Light,14-60000-033,CL,목림
1519,A11-52,Dim Light,14-60000-033,PM,"목림, 건창기업"
1520,A7-834,Charcoal,14-60000-034,민자,목림
1521,B62-605,Charcoal,14-60000-034,AK,목림
1522,AT-886,Charcoal,14-60000-034,G+ 도장 (soft touch),크라텍
1523,A37-847,Charcoal,14-60000-034,VS,청림보드(인터플러스 경면)
1524,A9-812,Charcoal,14-60000-034,CL,목림
1525,A35-819,Charcoal,14-60000-034,SJ1,청림보드 (성지라미텍 경면)
1526,A42-811,Charcoal,14-60000-034,LE1,프린테크
1527,B64-677,Charcoal,14-60000-034,SC,
1528,B50-357,Charcoal,14-60000-034,CS,건창기업
1529,B43-343,Charcoal,14-60000-034,목림246,목림
1530,A8-706,Charcoal,14-60000-034,FB,목림
1531,U50,Charcoal,14-60000-034,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1532,A9-932,Jade,14-60000-038,CL,목림
1533,A35-931,Jade,14-60000-038,SJ1,청림보드 (성지라미텍 경면)
1534,B50-731,Jade,14-60000-038,CS,건창기업
1535,B40-346,Jade,14-60000-038,HM,목림(유사 SM)
1536,B57-415,Jade,14-60000-038,AF,승은산업
1537,B1-345,Jade,14-60000-038,CT,목림
1538,A36-933,Jade,14-60000-038,CH,청림보드(인터플러스 경면)
1539,U51,Jade,14-60000-038,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1540,A42-934,Jade,14-60000-038,LE1,프린테크
1541,A37-896,Forest,14-60000-039,VS,청림보드(인터플러스 경면)
1542,A16-543,Forest,14-60000-039,SM,"승은산업,건창기업(유사 HM)"
1543,A11-546,Forest,14-60000-039,PM,"목림, 건창기업"
1544,B42-525,Forest,14-60000-039,LE1,
1545,A4-478,Forest,14-60000-039,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1546,B57-414,Forest,14-60000-039,AF,승은산업
1547,B50-379,Forest,14-60000-039,CS,건창기업
1548,A7-477,Forest,14-60000-039,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1549,B46-354,Fond,14-60000-039,NS,건창기업
1550,A9-597,Forest,14-60000-039,CL,목림
1551,A35-550,Forest,14-60000-039,SJ1,청림보드 (성지라미텍 경면)
1552,U26,Forest,14-60000-039,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1553,A1-888,Forest,14-60000-039,CT,목림
1554,B62-601,Forest,14-60000-039,AK,목림
1555,B57-417,Clay,14-60000-042,AF,승은산업
1556,U27,Cray,14-60000-042,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1557,A40-644,Clay,14-60000-042,HM,목림(유사 SM)
1558,B62-598,Clay,14-60000-042,AK,목림
1559,C56-93,Clay,14-60000-042,DP,
1560,U28,Mango,14-60000-145,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1561,A11-53,Pineapple,14-60000-146,PM,"목림, 건창기업"
1562,U29,Pineapple,14-60000-146,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1563,U30,Mint,14-60000-148,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1564,B62-599,Mint,14-60000-148,AK,목림
1565,U52,Pistachio,14-60000-149,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1566,C56-98,Pistachio,14-60000-149,DP,
1567,B50-710,Jeans,14-60000-150,CS,건창기업
1568,B58-736,Jeans,14-60000-150,TS,
1569,U31,Jeans,14-60000-150,NS,건창기업
1570,C16-138,Jeans,14-60000-150,SM,
1571,B45-421,Unique colors / Fond,14-60000-178,L,건창기업
1572,B37-118,Unique colors / Fond,14-60000-178,VS,청림보드(인터플러스 경면)
1573,B58-638,Unique colors / Fond,14-60000-178,TS,
1574,B56-637,Unique colors / Fond,14-60000-178,DP,승은산업
1575,A4-425,Unique colors / Fond,14-60000-178,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1576,A9-820,Unique colors / Fond,14-60000-178,CL,목림
1577,A1-840,Unique colors / Fond,14-60000-178,CT,목림
1578,B64-689,Unique Colors/Fond,14-60000-178,SC,
1579,B50-420,Unique colors / Fond,14-60000-178,CS,건창기업
1580,A2-269,Unique colors / Fond,14-60000-178,CR,목림
1581,A36-445,Unique colors / Fond,14-60000-178,CH,청림보드(인터플러스 경면)
1582,B3-496,Unique colors / Fond,14-60000-178,UK,
1583,B42-89,Unique colors / Fond,14-60000-178,LE1,프린테크
1584,A35-674,Unique colors / Fond,14-60000-178,SJ1,청림보드 (성지라미텍 경면)
1585,U32,Unique colors / Fond,14-60000-178,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1586,B40-225,Unique Colors,14-60000-178,HM,목림(유사 SM)
1587,A11-393,Unique colors / Fond,14-60000-178,PM,"목림, 건창기업 "
1588,A1-560,Fond,14-60000-284,CT,목림
1589,A42-862,Fond,14-60000-284,LE1,프린테크
1590,A9-821,Fond,14-60000-284,CL,목림
1591,B64-680,Fond,14-60000-284,SC,
1592,A36-562,Fond,14-60000-284,CH,청림보드(인터플러스 경면)
1593,U33,Fond,14-60000-284,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1594,A35-675,Fond,14-60000-284,SJ1,청림보드 (성지라미텍 경면)
1595,B40-224,Fond,14-60000-284,HM,목림(유사 SM)
1596,B37-477,Fond,14-60000-284,VS,
1597,C58-64,Fond,14-60000-284,TS,
1598,C16-95,Fond,14-60000-284,SM,
1599,A42-909,Unique Colors,14-60000-344,LE1,프린테크
1600,A1-559,Unique Colors,14-60000-344,CT,목림
1601,A14-754,Unique Colors,14-60000-344,WT,목림
1602,A16-739,Unique Colors,14-60000-344,SM,"승은산업,건창기업(유사 HM)"
1603,AT-879,Unique Colors,14-60000-344,G+ 도장 (soft touch),크라텍
1604,B25-652,Unique Colors,14-60000-344,J,
1605,B45-651,Unique Colors,14-60000-344,L,
1606,B3-650,Unique Colors,14-60000-344,UK,
1607,B39-649,Unique Colors,14-60000-344,TK,
1608,B24-648,Unique Colors,14-60000-344,QT,
1609,B46-758,Unique Colors,14-60000-344,NS,
1610,A37-769,Unique Colors,14-60000-344,VS,청림보드(인터플러스 경면)
1611,B40-575,Unique Colors,14-60000-344,HM,
1612,B64-688,Unique Colors,14-60000-344,SC,
1613,A8-602,Unique Colors,14-60000-344,FB,목림
1614,B50-394,Unique Colors,14-60000-344,CS,건창기업
1615,A36-561,Unique Colors,14-60000-344,CH,청림보드(인터플러스 경면)
1616,U35,Unique Colors,14-60000-344,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1617,A9-668,Unique Colors,14-60000-344,CL,목림
1618,A35-901,Unique Colors,14-60000-344,SJ1,청림보드 (성지라미텍 경면)
1619,C58-151,Unique Colors,14-60000-344,TS,
1620,B7-799,Unique Colors,14-60000-344(중복),민자,
1621,A11-54,Pale Pink,14-60000-346,PM,"목림, 건창기업"
1622,B62-602,Pale Pink,14-60000-346,AK,목림
1623,U34,Pale Pink,14-60000-346,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1624,B36-460,Pale Pink,14-60000-346,CH,청림보드(인터플러스 경면)
1625,B3-347,Unique Colors,14-60000-394,UK,목림
1626,B45-503,Unique Colors,14-60000-394,LE1,
1627,B45-502,Unique Colors,14-60000-394,L,
1628,U53,Unique Colors,14-60000-394,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1629,A7-790,Fond,14-60000-433,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1630,A35-555,Unique Colors,14-60000-470,SJ1,청림보드 (성지라미텍 경면)
1631,AT-884,Unique color,14-60000-470,G+ 도장 (soft touch),크라텍
1632,B60-665,Unique color,14-60000-470,MT,건창기업
1633,A9-824,Unique Colors,14-60000-470,CL,목림
1634,B64-686,Unique Colors,14-60000-470,SC,
1635,B50-258,Unique color,14-60000-470,CS,건창기업
1636,B8-25,Unique Colors,14-60000-470,FB,목림
1637,B2-23,Unique Colors,14-60000-470,CR,목림
1638,B36-279,Unique Colors,14-60000-470,CH,청림보드(인터플러스 경면)
1639,B1-278,Unique Colors,14-60000-470,CT,목림
1640,U36,Unique Colors,14-60000-470,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1641,A40-927,Unique Colors,14-60000-470,HM,목림(유사 SM)
1642,A42-895,Unique Colors,14-60000-470,LE1,프린테크
1643,B10-4,Unique Colors,14-60000-470,DS,목림
1644,B37-34,Unique Colors,14-60000-470,VS,청림보드(인터플러스 경면)
1645,B50-708,Unique Colors,14-60000-471,CS,건창기업
1646,A9-825,Unique Colors,14-60000-471,CL,목림
1647,B46-355,Fond,14-60000-471,NS,건창기업
1648,U37,Unique Colors,14-60000-471,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1649,A42-893,Unique Colors,14-60000-471,LE1,프린테크
1650,A35-496,Unique Colors,14-60000-471,SJ1,청림보드 (성지라미텍 경면)
1651,B42-245,Blue,14-60000-473,LE1,프린테크
1652,U39,Blue,14-60000-473,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1653,A35-498,Blue,14-60000-473,SJ1,청림보드 (성지라미텍 경면)
1654,U41,Unique Colors,14-60000-474,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1655,A35-922,Unique Color,14-60000-475,SJ1,청림보드 (성지라미텍 경면)
1656,U40,Unique Colors,14-60000-475,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1657,B42-51,Unique Colors,14-60000-475,LE1,프린테크
1658,B45-767,Unique Color,14-60000-475,L,
1659,B64-687,Unique Colors,14-60000-475,SC,
1660,B37-324,Unique Colors,14-60000-475,VS,청림보드(인터플러스 경면)
1661,B1-323,Unique Colors,14-60000-475,CT,목림
1662,A8-603,Unique Colors,14-60000-475,FB,목림
1663,B9-240,Unique Colors,14-60000-475,CL,목림
1664,A36-564,Unique Colors,14-60000-475,CH,청림보드(인터플러스 경면)
1665,B40-223,Unique Colors,14-60000-475,HM,목림(유사 SM)
1666,A16-566,Dark Green,14-60000-503,SM,"승은산업,건창기업(유사 HM)"
1667,AT-885,Dark Green,14-60000-503,G+ 도장 (soft touch),크라텍
1668,A9-695,Dark Green,14-60000-503,CL,목림
1669,A42-810,Dark Green,14-60000-503,LE1,프린테크
1670,B64-679,Dark Green,14-60000-503,SC,
1671,B50-626,Dark Green,14-60000-503,CS,건창기업
1672,B43-344,Dark Green,14-60000-503,목림246,목림
1673,A8-707,Dark Green,14-60000-503,FB,목림
1674,B2-22,Dark Green,14-60000-503,CH,청림보드(인터플러스 경면)
1675,A35-678,Dark Green,14-60000-503,SJ1,청림보드 (성지라미텍 경면)
1676,A1-889,Dark Green,14-60000-503,CT,목림
1677,B7-32,Dark Green,14-60000-503,민자,
1678,B10-3,Dark Green,14-60000-503,DS,목림
1679,U54,Dark Green,14-60000-503,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1680,A42-907,Fond,14-60000-512,LE1,프린테크
1681,C58-15,Fond,14-60000-512,TS,
1682,AT-876,Fond,14-60000-512,G+ 도장 (soft touch),크라텍
1683,A16-913,Fond,14-60000-512,SM,"승은산업,건창기업(유사 HM)"
1684,A9-814,Fond,14-60000-512,CL,목림
1685,A35-867,Fond,14-60000-512,SJ1,청림보드 (성지라미텍 경면)
1686,B60-664,Fond,14-60000-512,MT,건창기업
1687,B64-681,Fond,14-60000-512,SC,
1688,B50-256,Fond,14-60000-512,CS,건창기업
1689,A7-788,Fond,14-60000-512,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1690,B36-277,Fond,14-60000-512,CH,청림보드(인터플러스 경면)
1691,B1-276,Fond,14-60000-512,CT,목림
1692,U55,Fond,14-60000-512,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1693,B62-606,Milkshake CN,14-60000-513,AK,목림
1694,U56,Milkshake CN,14-60000-513,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1695,C64-99,Milkshake CN,14-60000-513,SC,
1696,B64-700,Unique Colors,14-60000-546,SC,
1697,B62-607,Unique Colors,14-60000-546,AK,목림
1698,B57-418,Unique Colors,14-60000-546,AF,승은산업
1699,B8-349,Fond,14-60000-546,FB,목림
1700,U57,Unique Colors,14-60000-546,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1701,C35-105,Unique Colors,14-60000-546,SJ1,
1702,C16-148,Unique Colors,14-60000-546,SM,
1703,B57-416,Navy Blue,14-60000-585,AF,승은산업
1704,B50-709,Navy Blue,14-60000-585,CS,건창기업
1705,B31-120,Navy Blue,14-60000-585,F,건창기업
1706,B58-733,Navy Blue,14-60000-585,TS,
1707,B16-119,Navy Blue,14-60000-585,SM,"승은산업,건창기업(유사 HM)"
1708,B62-608,Navy Blue,14-60000-585,AK,목림
1709,B7-419,Navy Blue,14-60000-585,민자,
1710,B44-147,Navy Blue,14-60000-585,목림273,목림
1711,U58,Navy Blue,14-60000-585,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1712,B42-132, Navy Blue,14-60000-585,LE1,프린테크
1713,B42-244,Green,14-60000-850,LE1,프린테크
1714,B50-859,Green,14-60000-850,CS,건창기업
1715,A40-645,Green,14-60000-850,HM,목림(유사 SM)
1716,A35-497,Green,14-60000-850,SJ1,청림보드 (성지라미텍 경면)
1717,A9-575,Green,14-60000-850,CL,목림
1718,U38,Green,14-60000-850,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1719,B3-793,Fond,14-60000-988,UK,
1720,B7-207,Fond,14-60000-988,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1721,B7-672,Fond,14-60000-988,민자1,
1722,B1-284,Fond ,14-60000-988,CT,목림
1723,B42-206,Fond,14-60000-988,LE1,프린테크
1724,B35-205,Fond,14-60000-988,SJ1,청림보드 (성지라미텍 경면)
1725,B16-204,Fond,14-60000-988,SM,"승은산업,건창기업(유사 HM)"
1726,B37-203,Fond,14-60000-988,VS,청림보드(인터플러스 경면)
1727,B45-769,Fond,14-60000-988,L,
1728,B46-768,Fond,14-60000-988,NS,
1729,B58-869,Fond,14-60000-988,TS,
1730,B50-868,Fond,14-60000-988,CS,건창기업
1731,A1-359,Micro 3,14-61065-102,CT,목림
1732,C16-94,Manggo,14-70000-141,SM,
1733,C64-51,Unique Color,14-70000-172,SC,
1734,B58-751,Unique Colors,14-70000-172,TS,
1735,B42-837,Unique Color,14-70000-172,LE1,
1736,B35-873,Unique Color,14-70000-172,SJ1,
1737,B50-804,Unique Colors,14-70000-172,CS,건창기업
1738,A9-826,Fond,14-90010-112,CL,목림
1739,B55-813,Fond,14-90010-112,MM,
1740,A36-444,Fond,14-90010-112,CH,청림보드(인터플러스 경면)
1741,A35-676,Fond,14-90010-112,SJ1,청림보드 (성지라미텍 경면)
1742,U42,Fond,14-90010-112,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1743,B57-812,Fond,14-90010-112 ,AF,승은산업
